Unnamed: 0,Crop,Temperature,Humidity,Rainfall,Label_N_binned,Label_P_binned,Label_K_binned
450,pigeonpeas,19.54317155,56.92831399,173.1686574,0,2,1
451,pigeonpeas,19.63736208,32.31528909,176.4134092,1,3,1
452,pigeonpeas,31.2192752,56.46868874,129.2028653,0,2,0
453,pigeonpeas,33.50876355,45.70976142,126.6738117,0,2,0
454,pigeonpeas,24.80710166,45.01110015,188.4928637,0,2,1
455,pigeonpeas,36.20970524,31.94550613,191.0658531,2,3,0
456,pigeonpeas,30.50420876,35.48885969,162.5927723,0,3,1
457,pigeonpeas,26.01630259,49.94704718,160.3337447,0,2,1
458,pigeonpeas,31.48469278,35.6395615,100.546816,0,3,1
459,pigeonpeas,33.15122581,32.45974539,105.0380275,1,2,1
460,pigeonpeas,23.50222822,51.29019509,192.3023991,1,3,1
461,pigeonpeas,34.87248659,38.83786012,148.2502786,0,3,1
462,pigeonpeas,28.09269012,44.93322042,197.1144011,1,3,1
463,pigeonpeas,24.54757829,57.3414485,118.3606557,0,3,1
464,pigeonpeas,33.64769646,48.41490082,100.4673278,1,3,1
465,pigeonpeas,20.5591255,60.54880693,191.0895109,0,3,0
466,pigeonpeas,19.95991719,59.33157782,195.787103,1,3,1
467,pigeonpeas,28.87667593,62.4901206,182.2688175,1,2,1
468,pigeonpeas,36.04353699,43.61444121,159.8938645,0,3,0
469,pigeonpeas,23.6734328,47.2879691,141.1250722,0,2,1
470,pigeonpeas,25.74679443,40.7192594,100.7791633,0,2,0
471,pigeonpeas,31.08564994,66.68832981,175.9303271,0,3,0
472,pigeonpeas,18.72987676,61.33186249,139.8710041,0,3,1
473,pigeonpeas,29.50304807,63.46513414,189.5208915,2,3,1
474,pigeonpeas,20.43517772,39.37252634,137.2279662,0,2,1
475,pigeonpeas,36.00415838,56.01334416,134.8596466,0,3,0
476,pigeonpeas,31.46846241,35.39454002,174.5723999,1,2,1
477,pigeonpeas,36.30049702,56.03021253,101.6073988,0,3,1
478,pigeonpeas,29.49096726,67.10604388,153.2504506,1,3,0
479,pigeonpeas,30.5753044,34.75591197,177.5764304,0,2,0
480,pigeonpeas,24.69487673,59.96669215,91.95792434,1,3,1
481,pigeonpeas,23.17409556,36.67847052,162.5931264,1,3,1
482,pigeonpeas,19.04380471,33.10695144,155.3705624,0,3,1
483,pigeonpeas,29.32379604,45.93248374,165.4113371,2,2,0
484,pigeonpeas,34.6455408,54.32342534,180.9009998,1,2,0
485,pigeonpeas,21.9989826,56.31006755,136.8274312,0,2,1
486,pigeonpeas,22.99774444,60.24218572,159.689339,2,3,1
487,pigeonpeas,30.55992394,35.29006485,178.8998611,0,3,1
488,pigeonpeas,31.46417866,48.17631461,165.405354,1,3,1
489,pigeonpeas,25.95058595,40.58227261,109.1821183,1,2,1
490,pigeonpeas,21.01142393,69.69141302,185.2039114,1,2,0
491,pigeonpeas,19.25100056,47.70351758,149.063196,0,3,0
492,pigeonpeas,19.24462755,50.54495302,180.6465282,0,2,0
493,pigeonpeas,22.47253208,62.56532471,96.74706956,0,3,0
494,pigeonpeas,36.75087487,58.25799145,124.6028153,0,2,0
495,pigeonpeas,29.89286629,66.35375127,198.1403003,1,3,0
496,pigeonpeas,29.37735586,44.82294584,172.40168,0,3,1
497,pigeonpeas,29.65052947,42.89833235,186.9226052,0,2,1
498,pigeonpeas,19.54284889,66.34777265,173.1106982,0,3,0
499,pigeonpeas,20.04611791,48.93905624,122.4564203,1,2,1
500,mothbeans,27.91095209,64.70930606,32.67891866,0,1,0
501,mothbeans,27.32220619,51.27868781,36.5037914,1,2,1
502,mothbeans,28.66024187,59.3189118,36.92629678,1,2,1
503,mothbeans,29.02955344,61.09387478,72.98016599,0,1,0
504,mothbeans,27.78031515,54.65030015,32.05025323,1,2,0
505,mothbeans,31.99928579,54.1077461,71.6266696,1,1,1
506,mothbeans,27.33580911,55.27755933,73.44775287,0,2,0
507,mothbeans,28.92952635,53.57014709,66.35634104,0,1,1
508,mothbeans,27.65472156,58.59986279,36.94255012,1,2,1
509,mothbeans,28.52396666,55.77264351,61.32935611,0,2,1
510,mothbeans,31.02215872,45.89239456,53.56783314,2,1,0
511,mothbeans,25.74095321,45.38497051,67.43488235,2,2,1
512,mothbeans,31.70447482,56.85420099,44.94317432,1,1,1
513,mothbeans,24.47876451,58.51663927,34.96933295,1,1,1
514,mothbeans,31.46511256,51.79939437,74.44330654,1,1,1
515,mothbeans,25.60973447,50.7330069,53.39249517,1,2,1
516,mothbeans,30.30260453,47.18283631,68.04039813,1,1,1
517,mothbeans,28.17489437,43.6672299,45.78172762,0,2,1
518,mothbeans,25.50634557,44.8302551,74.32635105,0,1,1
519,mothbeans,31.12896766,43.58788762,32.76742894,0,2,1
520,mothbeans,26.34043268,55.59160391,35.1051197,0,1,0
521,mothbeans,28.23494706,61.5620517,72.66666443,1,1,1
522,mothbeans,27.04453473,49.32609633,48.25207759,0,2,0
523,mothbeans,25.16125354,55.25435777,40.89732789,1,1,0
524,mothbeans,27.3179125,51.66921088,32.55919573,1,1,0
525,mothbeans,25.4123765,49.66474269,31.87416982,1,2,1
526,mothbeans,31.21629982,46.01868196,53.1205277,0,2,0
527,mothbeans,30.573999,58.22686794,62.74803826,1,1,1
528,mothbeans,25.42517036,53.2208266,46.19374559,1,1,1
529,mothbeans,27.09400578,43.65305437,41.53749535,1,1,1
530,mothbeans,24.30935081,56.32938343,58.99536268,1,1,1
531,mothbeans,30.06142622,45.90067655,41.0550915,0,1,1
532,mothbeans,28.09568993,60.9835384,33.84110759,0,1,0
533,mothbeans,26.33908791,40.00933429,55.50429227,0,2,1
534,mothbeans,28.61409059,57.14218792,57.02891698,1,2,0
535,mothbeans,28.70012137,44.359648,44.11622138,0,1,0
536,mothbeans,24.21610338,59.79236306,42.24783476,0,1,1
537,mothbeans,28.50677929,45.20094476,66.1761456,0,2,1
538,mothbeans,25.97948991,64.95585424,72.19245835,0,1,1
539,mothbeans,30.88482722,41.36561835,55.053805,0,1,0
540,mothbeans,25.5042419,61.66852372,65.07981523,1,2,1
541,mothbeans,25.12528913,51.33189406,38.48678973,1,1,1
542,mothbeans,27.10508014,63.56791363,62.20279647,1,1,1
543,mothbeans,31.1006247,44.82069159,70.79934452,2,2,1
544,mothbeans,26.45707778,56.40226277,64.16167699,1,1,0
545,mothbeans,30.04132304,63.56222995,31.83192392,1,1,1
546,mothbeans,27.77799528,54.82130787,50.28438729,1,2,0
547,mothbeans,30.99256944,43.02151392,58.27600682,0,1,1
548,mothbeans,26.4908332,47.36534833,36.99362831,1,1,0
549,mothbeans,31.96987867,57.17377029,64.25520357,0,2,1
550,mothbeans,25.36140526,46.82652785,55.60523179,0,2,1
551,mothbeans,25.54249137,56.96640758,48.46797044,1,1,1
552,mothbeans,28.99319096,62.85948245,70.4713043,0,1,1
553,mothbeans,29.34317422,60.50320928,34.03335472,2,1,1
554,mothbeans,28.63618921,61.39451307,68.54877876,1,1,0
555,mothbeans,24.83206631,44.17085032,52.0810886,1,1,0
556,mothbeans,25.44689075,58.55363573,57.04826619,0,1,1
557,mothbeans,31.01274943,62.40392519,63.77192383,0,1,0
558,mothbeans,27.06179658,52.3003173,60.74583498,1,1,1
559,mothbeans,27.0956288,42.26206161,71.1271039,1,2,1
560,mothbeans,28.56800579,57.30636014,64.53027638,1,2,1
561,mothbeans,28.79929247,49.84213387,40.85534718,1,2,0
562,mothbeans,27.94293692,45.41393636,69.66289997,0,2,0
563,mothbeans,30.47757686,61.58245338,61.86633917,1,2,0
564,mothbeans,30.58139475,50.77148138,64.58559639,1,1,0
565,mothbeans,26.85911286,41.81420849,44.13827124,0,1,0
566,mothbeans,26.31051759,61.18749126,35.73403813,2,1,0
567,mothbeans,28.77833449,44.2252605,33.95825723,1,1,1
568,mothbeans,28.90245417,43.35365671,71.90018566,1,1,1
569,mothbeans,29.37687468,57.69622912,38.34303462,2,1,1
570,mothbeans,24.17093241,58.25204566,59.18953429,1,2,0
571,mothbeans,26.65333029,59.79023382,36.91852635,0,2,1
572,mothbeans,28.19912143,53.50567601,52.13580529,0,2,0
573,mothbeans,28.76488954,52.62741529,55.21606732,1,2,1
574,mothbeans,29.3499706,61.25353851,40.82840673,2,1,1
575,mothbeans,28.00937423,52.60950014,36.01203025,1,2,1
576,mothbeans,26.85851927,48.8246387,34.7426459,1,1,0
577,mothbeans,31.2123945,40.92604945,53.78769958,0,1,0
578,mothbeans,24.20422636,61.43378674,46.0203959,0,1,1
579,mothbeans,29.98835437,49.60384796,52.92929636,1,2,1
580,mothbeans,29.93964907,54.61813464,45.43669946,0,1,0
581,mothbeans,31.2119298,41.55934359,68.80141783,1,2,1
582,mothbeans,26.80474415,48.23991436,43.87801983,0,2,1
583,mothbeans,31.49398069,62.84916863,64.56807592,1,1,1
584,mothbeans,30.99694676,46.42693735,38.31597852,0,1,1
585,mothbeans,29.61253065,63.04749127,50.1978269,0,1,1
586,mothbeans,29.97604322,57.03184356,44.86052932,0,2,0
587,mothbeans,30.88883074,52.62696801,55.51932414,1,2,1
588,mothbeans,30.39321309,60.16299493,35.37493212,0,2,1
589,mothbeans,30.43683729,55.20522037,30.92014047,2,1,0
590,mothbeans,25.32688786,63.18180319,32.71129281,1,1,0
591,mothbeans,30.53684308,59.96664731,33.48919022,0,2,0
592,mothbeans,30.38257873,40.5926071,47.95406479,2,2,0
593,mothbeans,24.01825377,53.76623369,35.03404425,0,1,1
594,mothbeans,28.69841277,61.14754363,65.67591794,1,2,0
595,mothbeans,29.33743412,49.00323081,42.44054315,0,2,1
596,mothbeans,27.96583691,61.34900107,70.10472076,1,2,0
597,mothbeans,24.86803974,48.27531965,63.9187654,1,1,0
598,mothbeans,25.87682261,45.96341933,38.53254678,0,2,0
599,mothbeans,31.01963639,49.9767522,32.81296548,0,2,1
600,mungbean,27.43329405,87.80507732,54.73367631,0,2,1
601,mungbean,28.3340432,80.77275974,38.7976407,0,2,1
602,mungbean,27.01470397,84.34262707,55.296354,1,2,1
603,mungbean,28.17432665,81.04554836,36.35720652,0,2,0
604,mungbean,29.87888063,87.32761241,44.75215854,1,2,0
605,mungbean,29.89232778,89.71503316,42.99498978,0,2,1
606,mungbean,28.56212158,83.24855855,56.48265193,1,2,1
607,mungbean,27.53592929,85.5701901,53.01899249,1,2,1
608,mungbean,29.68361658,87.93598094,41.82490236,0,1,0
609,mungbean,28.14448546,82.1193047,46.75690086,1,1,1
610,mungbean,29.53037621,86.73346018,59.87232071,1,1,1
611,mungbean,27.88352946,86.45147631,44.64407105,0,2,0
612,mungbean,28.22471276,82.35916228,44.01206619,1,1,1
613,mungbean,29.008124,84.96089355,45.91011391,1,1,0
614,mungbean,29.75538903,86.45193297,37.54602719,1,1,1
615,mungbean,29.78416743,85.16906976,40.77872823,1,2,1
616,mungbean,27.8640132,80.4513142,42.83053902,0,2,1
617,mungbean,27.11026483,84.96771717,51.52617423,1,2,0
618,mungbean,27.11030369,83.64274107,49.11964582,0,1,1
619,mungbean,28.95451232,89.07866095,57.65901369,1,2,0
620,mungbean,29.21780035,87.93724219,43.1386631,0,1,1
621,mungbean,28.7420098,85.81675947,48.54598575,1,2,0
622,mungbean,29.65021184,80.29868321,56.76278363,1,1,1
623,mungbean,27.23924995,86.404241,37.31236904,1,1,1
624,mungbean,28.95172351,81.67085323,56.51103293,1,2,0
625,mungbean,28.18837136,82.60629652,37.01110438,1,1,1
626,mungbean,28.30041493,86.20681554,50.47333854,0,2,1
627,mungbean,27.89636126,88.71782287,57.79863368,1,2,0
628,mungbean,28.6899851,87.50436797,44.56598352,1,2,1
629,mungbean,27.8262623,88.73100226,56.68833819,1,2,1
630,mungbean,28.70562673,81.59200689,59.87065439,1,1,0
631,mungbean,28.6362812,84.61431076,48.48319335,0,1,1
632,mungbean,28.28511547,88.4393979,48.56690235,1,1,1
633,mungbean,27.60887393,86.13316408,43.80041104,0,1,1
634,mungbean,28.60901145,86.99495766,36.94616965,0,2,1
635,mungbean,29.24598976,84.80084105,53.43228915,0,1,1
636,mungbean,28.62911222,89.1148059,50.49913241,0,1,1
637,mungbean,29.57329479,88.07505524,45.04467075,0,1,0
638,mungbean,27.82684262,87.16679147,58.37249772,1,1,1
639,mungbean,29.8757015,83.14796296,40.12044158,0,2,0
640,mungbean,27.33684386,88.50229102,51.09802625,0,2,1
641,mungbean,29.83040388,89.30428305,58.86687093,0,2,0
642,mungbean,28.2753171,82.76020821,56.04995423,0,2,1
643,mungbean,29.86860065,85.99127934,58.41394143,0,1,0
644,mungbean,29.5888162,89.9939693,54.96121262,0,1,1
645,mungbean,28.07219563,82.9116472,49.61865305,0,1,0
646,mungbean,27.84026517,89.99615558,52.84626009,1,1,1
647,mungbean,27.10818093,87.4512669,55.03723979,1,1,0
648,mungbean,27.68515114,81.94268594,54.62243308,0,2,1
649,mungbean,29.34594634,85.60472562,59.03629954,0,1,1
650,mungbean,28.36319404,84.8593608,52.93031105,1,1,1
651,mungbean,27.65280218,89.80650642,56.52558045,0,1,1
652,mungbean,27.31372793,85.44815232,53.15223123,1,1,0
653,mungbean,27.06909959,86.89934108,50.46746116,1,1,0
654,mungbean,28.06642822,85.91625451,39.23831035,0,2,1
655,mungbean,27.73329078,81.13903037,44.17580911,1,1,1
656,mungbean,27.53632932,89.92908171,45.48591922,0,1,0
657,mungbean,29.66461594,84.28187572,56.09542002,0,1,1
658,mungbean,29.9145443,85.85384444,41.39081525,2,1,1
659,mungbean,28.36363858,87.59810657,57.99524359,1,1,0
660,mungbean,29.46416042,87.60890009,43.15411472,2,2,0
661,mungbean,29.73013036,82.89166381,50.91511275,1,1,0
662,mungbean,27.46852989,87.17649,43.78420984,0,2,1
663,mungbean,27.77076285,87.09979549,49.50812624,0,1,1
664,mungbean,29.12939524,88.48312598,36.45012824,0,1,0
665,mungbean,27.10606808,89.89593328,37.45680611,1,2,0
666,mungbean,28.88078945,86.94206817,53.79732545,1,1,0
667,mungbean,28.14720892,83.8001509,37.44800463,0,1,1
668,mungbean,29.89129144,80.14487166,54.7960127,1,1,1
669,mungbean,27.41503453,80.98004661,40.53173216,0,1,1
670,mungbean,29.27308605,89.4875022,50.9246554,0,1,1
671,mungbean,29.65296893,88.48587386,56.01913159,2,1,1
672,mungbean,28.44524991,82.67639542,58.18713162,1,1,1
673,mungbean,27.96235681,83.97586797,48.9366954,0,1,0
674,mungbean,29.25649321,81.97952224,42.02483277,1,1,1
675,mungbean,28.36291385,88.00989267,43.05130077,0,1,1
676,mungbean,27.62749466,86.49366929,39.26137642,1,1,1
677,mungbean,28.66086349,86.12194568,50.01534317,2,2,0
678,mungbean,29.2114218,87.11497805,51.53848218,1,2,1
679,mungbean,29.40889385,86.16063492,53.35486977,1,1,1
680,mungbean,28.02952623,84.8845732,36.12042927,2,1,1
681,mungbean,28.08657178,80.35005927,38.14476781,0,1,0
682,mungbean,29.16174608,80.28038146,40.16545979,0,1,0
683,mungbean,29.8596912,80.03499648,50.66487502,1,1,0
684,mungbean,29.06631494,83.6869203,43.95183726,1,2,0
685,mungbean,27.38538997,88.66663953,58.29933073,1,2,1
686,mungbean,27.93034941,85.42058715,43.25095608,0,1,0
687,mungbean,29.2808618,81.8009244,44.47427436,0,1,0
688,mungbean,28.9973145,83.78911515,59.84499208,2,1,0
689,mungbean,27.92678579,86.5543196,43.4826194,1,1,0
690,mungbean,28.5474135,88.9570454,49.4897245,1,2,0
691,mungbean,29.36488409,89.1886954,48.30159325,1,2,0
692,mungbean,28.56149805,83.63802195,41.013132,1,2,1
693,mungbean,28.43683487,87.91332682,43.12063289,1,1,0
694,mungbean,28.79728147,80.45744422,44.30070517,0,1,1
695,mungbean,28.7275267,89.12760359,58.52974279,0,1,1
696,mungbean,27.95639663,83.52706038,43.25726752,0,1,0
697,mungbean,28.17458662,83.69659318,37.2464655,0,1,0
698,mungbean,28.77653519,86.69133979,56.12443206,1,1,1
699,mungbean,28.438097,83.48991368,52.55469976,1,1,1
700,blackgram,29.48439992,63.19915325,71.89090748,2,3,0
701,blackgram,26.73433965,68.13999721,67.15096376,1,2,1
702,blackgram,26.27274407,62.28814857,70.23207557,2,2,1
703,blackgram,34.03679184,67.21113844,73.23573601,2,3,1
704,blackgram,28.03644051,65.06601664,72.49507741,2,2,0
705,blackgram,28.81460716,65.33538112,62.26242533,2,2,0
706,blackgram,34.03619494,64.28791388,66.85510868,1,3,1
707,blackgram,33.8642935,61.57072498,68.02199825,1,2,1
708,blackgram,32.84213012,68.68401492,73.67166182,1,2,1
709,blackgram,27.10053268,63.36085585,73.84949872,2,3,0
710,blackgram,25.65842532,61.18235808,69.28607828,2,3,1
711,blackgram,32.34744009,66.61452812,64.55882254,2,2,1
712,blackgram,29.58949031,68.32176769,67.53021213,2,2,0
713,blackgram,30.91219459,68.79427388,66.63830637,2,2,1
714,blackgram,28.12787838,64.2097765,70.86340755,2,2,0
715,blackgram,30.08545364,69.34811988,67.1367443,1,2,0
716,blackgram,31.74379487,62.51007687,68.97097538,2,2,0
717,blackgram,27.81326852,62.50460464,69.75555541,2,2,1
718,blackgram,32.88733849,64.59457409,71.50569456,1,2,1
719,blackgram,29.36358721,64.98742947,61.91208707,0,2,0
720,blackgram,27.82592799,67.5861883,74.01229707,2,3,0
721,blackgram,28.49538735,60.44848407,74.91559514,1,3,1
722,blackgram,27.74274761,68.53997144,71.78615328,2,3,0
723,blackgram,30.41588462,67.66323804,63.02473185,2,2,0
724,blackgram,27.3254209,69.09047809,61.19250859,0,2,1
725,blackgram,30.28496619,61.69295127,65.62859526,2,2,1
726,blackgram,28.56840626,61.53278622,63.49726331,2,3,1
727,blackgram,25.36586097,66.6379724,65.81655892,2,2,0
728,blackgram,34.9466155,65.26774011,70.1415139,1,2,0
729,blackgram,25.09737391,67.72837887,74.61649888,1,2,1
730,blackgram,32.47648301,64.34848735,65.820457,0,3,0
731,blackgram,33.86351172,68.59232289,69.24464096,1,2,1
732,blackgram,25.19857725,60.37332688,70.88787207,2,3,1
733,blackgram,31.77681682,69.01852894,61.46892873,2,2,0
734,blackgram,34.89814946,63.59948557,64.72797143,2,2,1
735,blackgram,31.74105409,68.63525428,62.3061735,1,3,0
736,blackgram,27.16159076,66.76017239,69.85112265,1,3,0
737,blackgram,26.23773129,67.88521396,73.58663968,2,2,0
738,blackgram,30.20157245,60.06534859,66.37171179,2,3,0
739,blackgram,31.55846339,67.83563765,74.86960831,2,3,0
740,blackgram,29.67892453,69.0854554,65.66436565,1,3,0
741,blackgram,27.05365239,67.7017527,60.4693835,2,3,0
742,blackgram,34.63880966,61.38597868,72.43169115,1,3,0
743,blackgram,33.39438752,62.93692886,63.57445989,2,3,1
744,blackgram,28.84079155,63.37230676,70.25496749,2,2,1
745,blackgram,31.49338309,63.0563645,71.48327008,1,3,0
746,blackgram,25.54960633,63.95425534,63.1830529,0,3,1
747,blackgram,34.37329112,69.69366426,70.27184748,2,2,0
748,blackgram,34.6008247,63.11296779,60.41790253,1,3,0
749,blackgram,29.43463808,64.94329356,72.17818157,2,3,0
750,blackgram,29.10713092,67.90577375,67.83345933,1,2,0
751,blackgram,28.57006111,65.71765781,70.0866434,1,3,1
752,blackgram,27.54384835,69.3478631,69.40878198,2,3,0
753,blackgram,33.04687968,68.93875631,62.30278274,1,3,1
754,blackgram,33.95309131,69.96100028,61.16350463,1,2,1
755,blackgram,30.11873003,60.11680815,71.72980375,0,3,0
756,blackgram,29.57812712,66.17587668,69.43895491,2,3,1
757,blackgram,27.26458947,68.01232937,68.91754359,2,3,1
758,blackgram,31.35730791,64.24992106,63.85668948,1,2,0
759,blackgram,31.52104732,66.55723677,61.71111448,1,3,0
760,blackgram,29.39982732,64.25510719,67.47677295,1,3,0
761,blackgram,29.38400259,64.14928485,65.24194361,2,2,0
762,blackgram,28.38686534,61.88871127,74.24459122,1,2,1
763,blackgram,28.47442276,63.53604453,69.5274407,1,2,0
764,blackgram,30.64095781,61.14508627,71.36947525,2,2,0
765,blackgram,25.25596239,61.36669662,68.64685069,2,3,1
766,blackgram,32.97030511,60.18122078,73.44678678,1,2,0
767,blackgram,33.66855394,66.60416867,67.32520551,2,3,0
768,blackgram,32.83963757,67.99803573,73.40452716,1,2,0
769,blackgram,27.45853567,62.90020977,69.46020927,2,2,1
770,blackgram,25.68576704,69.84354028,74.62068748,2,2,0
771,blackgram,30.0328403,64.14800537,71.21006868,2,3,1
772,blackgram,28.20667264,68.27085245,64.32887142,1,3,1
773,blackgram,28.27265858,61.18956161,63.29900785,2,3,0
774,blackgram,28.5417236,64.2020154,69.68862306,1,3,0
775,blackgram,26.87187036,61.61367264,63.51822045,2,2,1
776,blackgram,32.79766751,68.77994074,64.11411069,2,2,0
777,blackgram,26.42333018,64.51136845,63.46546487,2,2,0
778,blackgram,29.79181107,63.38789228,63.02169909,1,2,1
779,blackgram,27.44003279,67.10464369,72.50669768,2,2,0
780,blackgram,34.1262979,65.14877461,70.40795007,2,3,0
781,blackgram,30.94908189,64.23364112,62.78730907,2,2,0
782,blackgram,28.75751783,61.02701476,73.37686831,2,3,0
783,blackgram,27.24766491,66.10123083,62.31842057,2,3,0
784,blackgram,28.63005477,66.770943,62.2737345,1,2,1
785,blackgram,26.41768321,63.64698302,64.42177127,1,2,0
786,blackgram,32.81705216,66.15665137,68.83924882,2,2,1
787,blackgram,29.6321052,65.91359954,71.16331975,2,2,1
788,blackgram,33.49077065,62.73317204,65.45328463,1,2,1
789,blackgram,31.86847286,66.74217464,74.22238583,2,2,1
790,blackgram,30.32992227,65.62971858,71.64631281,1,3,1
791,blackgram,28.546224,66.31394098,62.83469851,2,2,0
792,blackgram,30.02629908,67.88811637,66.47264636,1,2,0
793,blackgram,31.65531175,60.13263713,66.69096751,2,2,0
794,blackgram,30.33499674,63.54718862,74.16699119,1,3,0
795,blackgram,33.36984395,65.67718163,64.89517488,2,3,0
796,blackgram,31.4345059,62.99303471,64.77651469,2,3,1
797,blackgram,27.71678273,63.29103387,68.56507978,2,3,1
798,blackgram,32.63918668,61.3009051,61.83876146,2,3,1
799,blackgram,32.7477393,67.77954584,63.37784443,2,2,1
800,lentil,28.05153602,63.49802189,43.35795377,1,3,0
801,lentil,19.44084326,63.27771461,46.83130119,0,2,1
802,lentil,29.84823072,60.63872613,46.80452595,2,2,1
803,lentil,21.36383757,69.92375891,46.6352865,0,3,0
804,lentil,26.28663931,68.51966729,46.13833007,2,3,0
805,lentil,22.17499963,62.13873825,53.46622584,1,3,0
806,lentil,26.57597546,60.97876599,50.89110726,0,3,0
807,lentil,26.58972517,66.14007674,50.90994463,0,2,1
808,lentil,19.1345771,62.57526895,36.46946971,0,2,1
809,lentil,28.75273118,69.15640149,35.15426171,0,2,0
810,lentil,25.78746268,60.2816298,49.14337177,0,3,1
811,lentil,23.89271875,61.78779413,52.55730112,0,3,1
812,lentil,28.67408774,63.18832976,42.96018627,0,3,1
813,lentil,28.42062847,61.77336343,49.02366803,1,3,1
814,lentil,21.35499456,62.60136323,41.78219834,2,3,0
815,lentil,21.12695586,63.18738532,38.71834464,2,3,0
816,lentil,24.02037872,61.62313345,49.78102578,2,2,1
817,lentil,25.40474421,65.8567539,51.92057267,1,2,1
818,lentil,29.03017561,64.49166566,54.9393771,1,2,1
819,lentil,20.21368219,68.65257685,50.89732989,0,3,0
820,lentil,29.19585548,68.01965728,44.93261911,0,3,0
821,lentil,18.29783597,69.6897615,49.39111479,0,2,1
822,lentil,27.41434987,63.41785982,44.43177543,0,2,1
823,lentil,24.84063998,60.09116626,48.77790371,0,2,1
824,lentil,29.94413861,67.31323084,40.37113729,0,2,1
825,lentil,25.87990287,67.55109024,47.89645224,0,2,1
826,lentil,20.0467711,65.84395319,46.05333124,1,2,0
827,lentil,22.99451999,66.70897237,54.49044154,0,3,0
828,lentil,25.13163619,66.92642362,49.04015558,0,3,1
829,lentil,28.49584395,62.44616219,53.14531023,0,2,1
830,lentil,18.28766124,69.48515056,48.60449438,1,3,1
831,lentil,24.38041875,61.18458224,53.13946695,0,2,0
832,lentil,21.31852148,66.43934593,45.42616802,0,3,1
833,lentil,18.54141834,62.70637578,44.07819743,0,3,0
834,lentil,25.28710601,60.85993533,49.37369982,0,2,1
835,lentil,25.43459777,69.12613376,41.02682925,2,2,1
836,lentil,28.83600962,69.76112921,44.08562546,0,3,0
837,lentil,27.37659643,63.93927841,49.47371773,0,2,1
838,lentil,28.31886863,60.19461399,45.36521251,1,2,0
839,lentil,27.4818649,62.04814951,37.81123974,1,2,1
840,lentil,18.28072173,68.10365387,48.80253285,0,2,0
841,lentil,27.61204997,69.29786244,42.72374404,0,2,0
842,lentil,23.43974653,63.22011726,45.40277297,1,2,0
843,lentil,20.95628486,63.68128841,52.39881209,0,3,0
844,lentil,23.7937153,68.03209183,49.73922097,1,2,0
845,lentil,22.6371424,65.44544859,38.30411077,1,2,0
846,lentil,21.53577883,65.47227704,35.75107592,0,3,0
847,lentil,29.87854588,65.73085206,44.95654782,1,2,0
848,lentil,25.2653291,67.10004577,48.33941188,1,2,0
849,lentil,25.17885316,68.93307305,35.03484812,1,3,0
850,lentil,24.12192608,61.09533545,44.23629285,0,3,1
851,lentil,23.33565221,67.40460704,36.18678721,0,2,1
852,lentil,21.74600081,63.39503184,50.43306085,0,2,1
853,lentil,27.60195453,63.46170674,54.37814199,1,3,1
854,lentil,24.388717,62.50453062,47.26052494,0,3,0
855,lentil,24.98287462,66.895409,38.21370568,0,3,1
856,lentil,28.234829,69.3159965,35.36831423,2,3,1
857,lentil,26.03026959,69.55863145,37.11395801,0,3,0
858,lentil,28.04849594,64.07691942,37.15824966,1,3,1
859,lentil,24.87425505,64.00213929,48.28137482,1,3,0
860,lentil,23.97081395,62.35557553,53.40906048,1,3,1
861,lentil,20.06003985,67.76252583,42.89509057,0,3,0
862,lentil,19.59221047,61.28633405,41.7704893,1,2,0
863,lentil,29.77013109,66.29327012,35.69674138,1,3,0
864,lentil,27.52135365,60.53657684,48.06491307,0,2,1
865,lentil,25.62896213,63.14909763,45.49683991,0,2,1
866,lentil,20.39078312,60.47528931,53.31508572,1,2,1
867,lentil,25.39038396,60.4989659,39.18374505,1,3,1
868,lentil,24.91079638,60.71367427,42.19740397,0,3,0
869,lentil,27.70496805,63.20915034,37.46160727,1,3,0
870,lentil,18.06486101,65.1034354,51.54922825,1,2,1
871,lentil,18.13027797,62.45851612,50.6128521,0,2,0
872,lentil,23.82723528,67.89815262,46.90725077,0,2,1
873,lentil,23.19305333,62.74710773,49.55213308,1,2,0
874,lentil,25.08966129,68.17543102,41.45486619,1,2,0
875,lentil,25.86928193,61.88321072,36.68284038,0,3,1
876,lentil,18.43966037,68.05394959,39.00992137,0,3,0
877,lentil,27.14911056,67.02664337,52.50812701,1,2,0
878,lentil,23.33375853,64.50515776,47.01510708,0,3,0
879,lentil,26.7230014,62.96841833,42.87274897,1,3,1
880,lentil,19.55750776,64.45268309,53.04669416,0,2,1
881,lentil,26.13708256,66.7729209,46.48280681,0,2,0
882,lentil,27.99990346,65.57653373,49.94043064,0,3,0
883,lentil,29.05941162,62.10652364,36.5011366,0,3,1
884,lentil,25.71269843,64.1123333,50.17067771,1,2,0
885,lentil,21.79792649,63.73086065,46.62370222,1,2,1
886,lentil,24.70626432,60.26854183,53.12442925,1,3,0
887,lentil,20.94981756,65.8108757,44.23913012,2,2,1
888,lentil,24.84918386,68.98088448,41.61080544,0,3,0
889,lentil,21.91041045,65.21662467,36.10211371,0,3,0
890,lentil,25.93381964,68.70533022,51.02372773,2,3,1
891,lentil,29.82112112,69.4073209,51.56461082,0,2,1
892,lentil,27.52185591,63.13215259,45.20841071,0,3,1
893,lentil,27.99627907,68.6428593,46.10585191,0,2,0
894,lentil,20.76774783,63.90164154,47.9271552,2,3,0
